OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y
35304,18623,K2S7,small_airport,Chiloquin State Airport,42.579440493,-121.879062653,4217.0,,US,US-OR,Chiloquin,no,K2S7,CHZ,2S7,,https://en.wikipedia.org/wiki/Chiloquin_State_Airport,,CTAF,122.9,3735.0,60.0,ASPH-G,1.0,0.0,-13567515.1929,5248175.9167
35311,18632,K2W6,small_airport,St. Mary's County Regional Airport,38.315399,-76.550102,142.0,,US,US-MD,California,no,,LTW,2W6,,https://en.wikipedia.org/wiki/St._Mary's_County_Regional_Airport,,PATUXENT APP/DEP,120.05,4150.0,75.0,ASPH-G,1.0,0.0,-8521518.3748,4624077.4267
35335,18661,K37V,small_airport,Arapahoe Municipal Airport,40.341576,-99.907839,2270.0,,US,US-NE,Arapahoe,no,,AHF,37V,,https://en.wikipedia.org/wiki/Arapahoe_Municipal_Airport,,CTAF,122.9,3000.0,50.0,ASP,1.0,0.0,-11121689.7637,4915704.0362
35340,18666,K39N,small_airport,Princeton Airport,40.3992004395,-74.6588973999,128.0,,US,US-NJ,Princeton/Rocky Hill,no,39N,PCT,39N,http://www.princetonairport.com/recent-history/,https://en.wikipedia.org/wiki/Princeton_Airport_(New_Jersey),,NEW YORK APP/DEP,132.8,3500.0,75.0,ASP,1.0,0.0,-8310990.4418,4924123.7104
35350,18678,K3C8,small_airport,Calverton Executive Airpark,40.9151,-72.791901,75.0,,US,US-NY,Calverton,no,3NY8,CTO,3NY8,,https://en.wikipedia.org/wiki/Calverton_Executive_Airpark,"3C8, Peconic River, Naval Weapons Industrial Reserve",NEW YORK APP/DEP,34.375,7001.0,200.0,PEM,0.0,1.0,-8103157.3532,4999826.987
35395,18728,K3O9,small_airport,Grand Lake Regional Airport,36.577598571777,-94.86190032959,792.0,,US,US-OK,Afton,no,3O9,NRI,3O9,http://www.thelandingsgrandlake.com/airport.htm,https://en.wikipedia.org/wiki/Grand_Lake_Regional_Airport,The Landings on Monkey Island,CTAF/UNICOM,122.7,3925.0,60.0,CON,1.0,0.0,-10559978.4404,4380391.8869
35403,18737,K3S8,small_airport,Grants Pass Airport,42.510101,-123.388,1126.0,,US,US-OR,Grants Pass,no,,GTP,3S8,,https://en.wikipedia.org/wiki/Grants_Pass_Airport,Merlin,CASCADE APP/DEP,124.3,3999.0,75.0,ASP,1.0,0.0,-13735489.33,5237699.0295
35408,18742,K3TR,small_airport,Jerry Tyler Memorial Airport,41.835899353027,-86.225196838379,750.0,,US,US-MI,Niles,no,3TR,NLE,3TR,http://www.ci.niles.mi.us/deptsandservices/dpw/JerryTylerMemorialAirport.htm,https://en.wikipedia.org/wiki/Jerry_Tyler_Memorial_Airport,,SOUTH BEND APP/DEP,118.55,3315.0,50.0,ASP,0.0,0.0,-9598545.0056,5136429.571
35416,18750,K3W7,small_airport,Grand Coulee Dam Airport,47.922000885,-119.083000183,1588.0,,US,US-WA,Electric City,no,3W7,GCD,3W7,http://www.wsdot.wa.gov/aviation/AllStateAirports/ElectricCity_GrandCouleeDam.htm,,,CTAF,122.9,4199.0,75.0,ASP,1.0,0.0,-13256258.9425,6093888.3571
35420,18756,K40G,small_airport,Valle Airport,35.65060043335,-112.14800262451,5999.0,,US,US-AZ,Grand Canyon,no,40G,VLE,40G,http://www.valleairport.com/,https://en.wikipedia.org/wiki/Valle_Airport,,LOS ANGELES CNTR,124.85,4199.0,45.0,ASP,1.0,0.0,-12484258.5457,4252650.4248
35421,18757,K40J,small_airport,Perry-Foley Airport,30.0693,-83.580597,44.0,,US,US-FL,Perry,no,KFPY,FPY,FPY,http://taylorcountygov.com/airport/index.htm,https://en.wikipedia.org/wiki/Perry-Foley_Airport,"40J, Perry Army Airfield",AWOS 1,118.375,4378.0,150.0,ASP,0.0,0.0,-9304149.4982,3512460.8262
35426,18763,K41U,small_airport,Manti-Ephraim Airport,39.32910156,-111.6149979,5500.0,,US,US-UT,Manti,no,41U,NTJ,41U,,,,CTAF/UNICOM,122.8,4584.0,75.0,ASP,1.0,0.0,-12424924.7311,4768922.7831
35440,18779,K44U,small_airport,Salina Gunnison Airport,39.0290985107,-111.837997437,5159.0,,US,US-UT,Salina,no,44U,SBO,44U,http://www.gunnisoncity.org/airport.htm,https://en.wikipedia.org/wiki/Salina-Gunnison_Airport,,CTAF,122.9,3855.0,60.0,ASP,1.0,0.0,-12449748.926,4725840.5421
35448,18788,K47N,small_airport,Central Jersey Regional Airport,40.5243988037,-74.5983963013,86.0,,US,US-NJ,Manville,no,47N,JVI,47N,http://www.centraljerseyairport.com/,https://en.wikipedia.org/wiki/Central_Jersey_Regional_Airport,Kupper Airport,NEW YORK APP/DEP,132.8,3509.0,50.0,ASP,1.0,0.0,-8304255.4902,4942441.684
35503,18847,K4R7,small_airport,Eunice Airport,30.466299057007,-92.423797607422,42.0,,US,US-LA,Eunice,no,4R7,UCE,4R7,,,,LAFAYETTE APP/DEP,128.7,5001.0,75.0,ASP,1.0,0.0,-10288570.0868,3563630.1652
35505,18849,K4S1,small_airport,Gold Beach Municipal Airport,42.41339874,-124.4240036,20.0,,US,US-OR,Gold Beach,no,K4S1,GOL,4S1,http://www.portofgoldbeach.com/Airport.htm,https://en.wikipedia.org/wiki/Gold_Beach_Municipal_Airport,,CTAF/UNICOM,122.8,3200.0,75.0,ASP,1.0,0.0,-13850816.7232,5223107.138
35520,18866,K50I,small_airport,Kentland Municipal Airport,40.758733,-87.429457,698.0,,US,US-IN,Kentland,no,K50I,KKT,50I,,https://en.wikipedia.org/wiki/Kentland_Municipal_Airport,,CHICAGO CNTR,132.5,3504.0,50.0,ASP,1.0,0.0,-9732602.6336,4976819.7057
35567,18917,K5N2,small_airport,Prentice Airport,45.538313,-90.275978,1578.0,,US,US-WI,Prentice,no,,PRW,5N2,http://vil.prentice.wi.gov/departments/airport/,https://en.wikipedia.org/wiki/Prentice_Airport,WI40,CTAF,123.0,3250.0,60.0,ASP,1.0,0.0,-10049475.9018,5706669.7339
35579,18930,K5T9,small_airport,Maverick County Memorial International Airport,28.859766,-100.516682,887.0,,US,US-TX,Eagle Pass,no,,EGP,5T9,,https://en.wikipedia.org/wiki/Maverick_County_Memorial_International_Airport,,CTAF/UNICOM,122.8,5506.0,100.0,ASPH-F,1.0,0.0,-11189465.8565,3357809.4679
35594,18945,K61B,medium_airport,Boulder City Municipal Airport,35.947498,-114.861,2201.0,,US,US-NV,Boulder City,no,KBVU,BLD,BVU,,https://en.wikipedia.org/wiki/Boulder_City_Municipal_Airport,61B,CTAF/UNICOM,122.7,2200.0,60.0,ASP,0.0,0.0,-12786268.032,4293399.5805
35611,18966,K67L,medium_airport,Mesquite International Airport,36.833105,-114.055928,1978.0,,US,US-NV,Mesquite,no,,MFH,67L,http://www.cityofmesquite.com/457/Airport-Mesquite-Metro-Airport,https://en.wikipedia.org/wiki/Mesquite_Airport,,,118.525,5100.0,75.0,ASP,1.0,0.0,-12696647.8269,4415869.2376
35625,18982,K6D9,small_airport,Iosco County Airport,44.312801,-83.422302,606.0,,US,US-MI,East Tawas,no,,ECA,6D9,http://www.us23heritageroute.org/location.asp?ait=av&aid=839,,,MINNEAPOLIS CNTR,118.525,4802.0,75.0,ASP,1.0,0.0,-9286528.1794,5513977.1529
35652,19010,K6S2,small_airport,Florence Municipal Airport,43.98279953,-124.111000061,51.0,,US,US-OR,Florence,no,,FMU,6S2,http://www.ci.florence.or.us/airport,https://en.wikipedia.org/wiki/Florence_Municipal_Airport,,AWOS,118.225,2916.0,60.0,ASP,1.0,0.0,-13815973.3286,5462780.7567
35668,19030,K74S,small_airport,Anacortes Airport,48.498513,-122.662513,241.0,,US,US-WA,Anacortes,yes,K74S,OTS,74S,https://www.portofanacortes.com/airport,https://en.wikipedia.org/wiki/Anacortes_Airport,,CTAF,128.25,3015.0,60.0,ASP,1.0,0.0,-13654728.4866,6190193.9983
35669,19031,K74V,small_airport,Roosevelt Municipal Airport,40.278301,-110.051003,5172.0,,US,US-UT,Roosevelt,no,,ROL,74V,http://www.rooseveltcity.com/164/Airport,,,AWOS 3,118.975,6500.0,75.0,ASP,1.0,0.0,-12250821.6152,4906467.0221
35697,19060,K7G9,small_airport,Canton Municipal Airport,43.308899,-96.570999,1290.0,,US,US-SD,Canton,no,,CTK,7G9,https://cantonsd.org/our-community/cornerstones/airport/,,SD10,CTAF/UNICOM,122.8,3600.0,60.0,ASPH-F,1.0,0.0,-10750234.4341,5359108.2411
35719,19083,K7V2,small_airport,North Fork Valley Airport,38.8316993713,-107.646003723,5798.0,,US,US-CO,Paonia,no,K7V2,WPO,7V2,,,,CTAF/UNICOM,122.7,4500.0,60.0,ASP,1.0,0.0,-11983098.3204,4697592.5435
35730,19094,K80F,small_airport,Antlers Municipal Airport,34.1926002502,-95.6499023438,575.0,,US,US-OK,Antlers,no,80F,ATE,80F,,https://en.wikipedia.org/wiki/Antlers_Municipal_Airport,,FORT WORTH CNTR,124.875,3299.0,60.0,ASP,1.0,0.0,-10647698.4234,4054692.9461
35829,19204,K9U3,small_airport,Austin Airport,39.467708,-117.197576,5730.0,,US,US-NV,Austin,no,KTMT,ASQ,TMT,,https://en.wikipedia.org/wiki/Austin_Airport_(Nevada),9U3,CTAF,122.9,6000.0,150.0,ASP,0.0,1.0,-13046374.4825,4788889.8906
35848,19224,KAAF,small_airport,Apalachicola Regional Airport,29.72750092,-85.02749634,20.0,,US,US-FL,Apalachicola,no,KAAF,AAF,AAF,,https://en.wikipedia.org/wiki/Apalachicola_Municipal_Airport,,TYNDALL APP/DEP,119.75,5070.0,150.0,CON,1.0,0.0,-9465217.596,3468570.4984
35852,3356,KABE,medium_airport,Lehigh Valley International Airport,40.651773,-75.442797,393.0,,US,US-PA,Allentown,yes,KABE,ABE,ABE,,https://en.wikipedia.org/wiki/Lehigh_Valley_International_Airport,,APP/DEP,118.2,7600.0,150.0,ASP,1.0,0.0,-8398253.7461,4961113.1541
35853,3357,KABI,medium_airport,Abilene Regional Airport,32.4113006592,-99.6819000244,1791.0,,US,US-TX,Abilene,yes,KABI,ABI,ABI,,https://en.wikipedia.org/wiki/Abilene_Regional_Airport,,APP/DEP,125.0,3678.0,100.0,ASP,1.0,0.0,-11096538.352,3817422.1491
35854,16091,KABQ,medium_airport,Albuquerque International Sunport,35.040199,-106.609001,5355.0,,US,US-NM,Albuquerque,yes,KABQ,ABQ,ABQ,http://www.abqsunport.com/,https://en.wikipedia.org/wiki/Albuquerque_International_Sunport,,,123.9,10000.0,150.0,CONC-G,0.0,0.0,-11867659.7053,4169345.3704
35855,3358,KABR,medium_airport,Aberdeen Regional Airport,45.4491004943848,-98.4217987060547,1302.0,,US,US-SD,Aberdeen,yes,KABR,ABR,ABR,,https://en.wikipedia.org/wiki/Aberdeen_Regional_Airport,,ASOS,125.875,6901.0,100.0,CON,1.0,0.0,-10956264.5149,5692502.445
35856,3359,KABY,medium_airport,Southwest Georgia Regional Airport,31.532946,-84.196215,197.0,,US,US-GA,Albany,yes,KABY,ABY,ABY,,https://en.wikipedia.org/wiki/Southwest_Georgia_Regional_Airport,,ATIS,133.05,6601.0,150.0,ASP,1.0,0.0,-9372679.7805,3702157.4716
35857,19228,KACB,small_airport,Antrim County Airport,44.988602,-85.198402,623.0,,US,US-MI,Bellaire,no,KACB,ACB,ACB,,https://en.wikipedia.org/wiki/Antrim_County_Airport,,AWOS 3,119.275,5000.0,100.0,ASP,1.0,0.0,-9484242.727,5619727.2828
35859,3360,KACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47.0,,US,US-MA,Nantucket,yes,KACK,ACK,ACK,,https://en.wikipedia.org/wiki/Nantucket_Memorial_Airport,,CAPE APP/DEP,126.1,6303.0,150.0,ASP,1.0,0.0,-7799066.1841,5049746.04
35862,3361,KACT,medium_airport,Waco Regional Airport,31.6112995147705,-97.2304992675781,516.0,,US,US-TX,Waco,yes,KACT,ACT,ACT,,https://en.wikipedia.org/wiki/Waco_Regional_Airport,,APP,135.2,6596.0,150.0,ASP,1.0,0.0,-10823649.6681,3712395.1021
35863,3362,KACV,medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221.0,,US,US-CA,Arcata/Eureka,yes,KACV,ACV,ACV,,https://en.wikipedia.org/wiki/Arcata-Eureka_Airport,Arcata Airport,ASOS,118.525,4499.0,150.0,ASP,1.0,0.0,-13815750.6829,5009112.1027
35864,3363,KACY,medium_airport,Atlantic City International Airport,39.4575996398926,-74.5772018432617,75.0,,US,US-NJ,Atlantic City,yes,KACY,ACY,ACY,,https://en.wikipedia.org/wiki/Atlantic_City_International_Airport,,APP/DEP,38.55,6144.0,150.0,PEM,1.0,0.0,-8301896.1339,4787432.3768
35867,19234,KADG,small_airport,Lenawee County Airport,41.866205,-84.077983,798.0,,US,US-MI,Adrian,no,KADG,ADG,ADG,,https://en.wikipedia.org/wiki/Lenawee_County_Airport,,TOLEDO APP/DEP,134.35,5001.0,100.0,ASP,1.0,0.0,-9359518.2545,5140958.6242
35868,19235,KADH,small_airport,Ada Regional Airport,34.805214,-96.671988,1016.0,,US,US-OK,Ada,no,KADH,ADT,ADH,,https://en.wikipedia.org/wiki/Ada_Municipal_Airport,Ada Municipal,AWOS 3,118.725,3103.0,50.0,ASP,0.0,0.0,-10761476.4781,4137441.9102
35869,19236,KADM,small_airport,Ardmore Municipal Airport,34.30301,-97.0196342,777.0,,US,US-OK,Ardmore,no,KADM,ADM,ADM,,https://en.wikipedia.org/wiki/Ardmore_Municipal_Airport,,ATIS,125.6,6761.0,150.0,CON,0.0,1.0,-10800176.2761,4069561.7976
35870,19237,KADS,small_airport,Addison Airport,32.9686012268,-96.8364028931,644.0,,US,US-TX,Dallas,no,KADS,ADS,ADS,,https://en.wikipedia.org/wiki/Addison_Airport,,RGNL APP/DEP,124.3,7202.0,100.0,ASP,1.0,0.0,-10779779.0603,3891137.0427
35873,3364,KADW,large_airport,Joint Base Andrews,38.810799,-76.866997,280.0,,US,US-MD,Camp Springs,no,KADW,ADW,ADW,http://www.jba.af.mil/,https://en.wikipedia.org/wiki/Joint_Base_Andrews,Andrews Air Force Base,POTOMAC APP,119.3,9300.0,200.0,CON,1.0,0.0,-8556794.9648,4694606.2745
35876,19244,KAEL,small_airport,Albert Lea Municipal Airport,43.68149948,-93.36720276,1260.0,,US,US-MN,Albert Lea,no,KAEL,AEL,AEL,,https://en.wikipedia.org/wiki/Albert_Lea_Municipal_Airport,,ROCHESTER APP/DEP,119.8,2899.0,75.0,ASP,0.0,0.0,-10393589.468,5416285.0652
35877,3365,KAEX,medium_airport,Alexandria International Airport,31.3274,-92.549797,89.0,,US,US-LA,Alexandria,yes,KAEX,AEX,AEX,,https://en.wikipedia.org/wiki/Alexandria_International_Airport_(Louisiana),"England Air Park, England Air Force Base",POLK APP/DEP,132.05,9352.0,150.0,CON,1.0,0.0,-10302596.2751,3675341.6591
35878,19245,KAFF,small_airport,USAF Academy Airfield,38.972497,-104.821125,6572.0,,US,US-CO,Colorado Springs,no,KAFF,AFF,AFF,,https://en.wikipedia.org/wiki/United_States_Air_Force_Academy_Airfield,,ATIS,128.525,2153.0,75.0,ASP,0.0,0.0,-11668634.2594,4717732.7691
35879,19246,KAFJ,small_airport,Washington County Airport,40.136501,-80.290199,1184.0,,US,US-PA,Washington,no,KAFJ,WSG,AFJ,,https://en.wikipedia.org/wiki/Washington_County_Airport_(Pennsylvania),,PITTSBURGH APP/DEP,119.35,5000.0,75.0,ASP,1.0,0.0,-8937864.0684,4885798.1048
35881,19248,KAFN,small_airport,Jaffrey Airfield Silver Ranch Airport,42.805099,-72.002998,1040.0,,US,US-NH,Jaffrey,no,KAFN,AFN,AFN,http://silverranchairpark.com/,https://en.wikipedia.org/wiki/Jaffrey_Airport_%E2%80%93_Silver_Ranch_Airpark,,ASOS,135.875,2982.0,134.0,ASP,1.0,0.0,-8015337.0729,5282352.8228
35882,19249,KAFO,small_airport,Afton Municipal Airport,42.7112007141,-110.942001343,6221.0,,US,US-WY,Afton,no,KAFO,AFO,AFO,http://www.aftonairpark.com/,https://en.wikipedia.org/wiki/Afton_Municipal_Airport,,SALT LAKE CITY CNTR,128.35,7023.0,75.0,ASP,1.0,0.0,-12350007.0971,5268116.4524
35884,3366,KAFW,medium_airport,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,722.0,,US,US-TX,Fort Worth,no,KAFW,AFW,AFW,http://www.allianceairport.com/,https://en.wikipedia.org/wiki/Fort_Worth_Alliance_Airport,,RGNL APP/DEP,118.1,11000.0,150.0,CONC-GRVD,1.0,0.0,-10833553.8447,3894035.102
35885,3367,KAGC,medium_airport,Allegheny County Airport,40.354401,-79.930199,1252.0,,US,US-PA,Pittsburgh,no,KAGC,AGC,AGC,,https://en.wikipedia.org/wiki/Allegheny_County_Airport,,PITTSBURGH APP/DEP,119.35,6501.0,150.0,CON,1.0,0.0,-8897789.0517,4917577.3115
35886,19251,KAGO,small_airport,Magnolia Municipal Airport / Ralph C Weiser Field,33.228001,-93.217002,319.0,,US,US-AR,Magnolia,no,KAGO,AGO,AGO,,https://en.wikipedia.org/wiki/Magnolia_Municipal_Airport,Magnolia Municipal,FORT WORTH CNTR,128.2,4610.0,100.0,ASP,1.0,0.0,-10376869.1959,3925606.5341
35888,3368,KAGS,medium_airport,Augusta Regional At Bush Field,33.3699,-81.9645,144.0,,US,US-GA,Augusta,yes,KAGS,AGS,AGS,,https://en.wikipedia.org/wiki/Augusta_Regional_Airport,,APP/DEP,119.15,6001.0,75.0,ASP,1.0,0.0,-9124246.4031,3944505.5563
35890,19254,KAHC,small_airport,Amedee Army Air Field,40.26620102,-120.1529999,4012.0,,US,US-CA,Herlong,no,KAHC,AHC,AHC,,https://en.wikipedia.org/wiki/Amedee_Army_Airfield,,OAKLAND CNTR,128.8,7167.0,150.0,ASP,1.0,0.0,-13375370.7662,4904701.6272
35891,19255,KAHH,small_airport,Amery Municipal Airport,45.2811012268,-92.3753967285,1088.0,,US,US-WI,Amery,no,KAHH,AHH,AHH,,https://en.wikipedia.org/wiki/Amery_Municipal_Airport,,MINNEAPOLIS APP/DEP,125.3,4001.0,75.0,ASP,1.0,0.0,-10283182.1256,5665884.2136
35892,3369,KAHN,medium_airport,Athens Ben Epps Airport,33.948600769043,-83.326301574707,808.0,,US,US-GA,Athens,yes,KAHN,AHN,AHN,,https://en.wikipedia.org/wiki/Athens-Ben_Epps_Airport,,ATLANTA APP/DEP,127.5,4000.0,100.0,ASP,1.0,0.0,-9275841.461,4021902.4515
35894,19257,KAIA,small_airport,Alliance Municipal Airport,42.0531997681,-102.804000854,3931.0,,US,US-NE,Alliance,no,KAIA,AIA,AIA,,https://en.wikipedia.org/wiki/Alliance_Municipal_Airport,,ASOS,135.075,6200.0,75.0,ASP,1.0,0.0,-11444089.0266,5168951.8455
35896,19259,KAID,small_airport,Anderson Municipal Darlington Field,40.1086006165,-85.6129989624,919.0,,US,US-IN,Anderson,no,KAID,AID,AID,,https://en.wikipedia.org/wiki/Anderson_Municipal_Airport,,AWOS 3,118.375,5400.0,100.0,ASP,1.0,0.0,-9530395.4497,4881736.3978
35898,19261,KAIK,small_airport,Aiken Regional Airport,33.649399,-81.684998,528.0,,US,US-SC,Aiken,no,KAIK,AIK,AIK,,https://en.wikipedia.org/wiki/Aiken_Municipal_Airport,"Aiken Air Force Station, Aiken Municipal",AUGUSTA APP/DEP,119.15,3800.0,75.0,ASPH-G,0.0,0.0,-9093132.3828,3981821.4724
35899,19262,KAIO,small_airport,Atlantic Municipal Airport,41.40729904,-95.04689789,1165.0,,US,US-IA,Atlantic,no,KAIO,AIO,AIO,,https://en.wikipedia.org/wiki/Atlantic_Municipal_Airport,,AWOS 3,127.825,5000.0,75.0,CONC-E,0.0,0.0,-10580572.2746,5072605.0791
35901,19264,KAIV,small_airport,George Downer Airport,33.106499,-88.1978,150.0,,US,US-AL,Aliceville,no,KAIV,AIV,AIV,,https://en.wikipedia.org/wiki/George_Downer_Airport,,CTAF/UNICOM,122.8,4970.0,80.0,ASP,1.0,0.0,-9818134.1851,3909448.4711
35903,19266,KAIZ,small_airport,Lee C Fine Memorial Airport,38.0960006714,-92.5494995117,869.0,,US,US-MO,Kaiser Lake Ozark,no,KAIZ,AIZ,AIZ,,https://en.wikipedia.org/wiki/Lee_C._Fine_Memorial_Airport,,MIZZU APP/DEP,124.1,6497.0,100.0,ASP,1.0,0.0,-10302563.1588,4592996.3786
35909,19272,KAKO,small_airport,Colorado Plains Regional Airport,40.1755981445,-103.222000122,4714.0,,US,US-CO,Akron,no,KAKO,AKO,AKO,http://www.co.washington.co.us/airport.htm,https://en.wikipedia.org/wiki/Colorado_Plains_Regional_Airport,,ASOS,135.575,7000.0,100.0,ASP,1.0,0.0,-11490620.4922,4891492.6306
35911,3370,KAKR,medium_airport,Akron Executive Airport,41.037498,-81.466904,1067.0,,US,US-OH,Akron,no,KAKR,AKC,AKR,,https://en.wikipedia.org/wiki/Akron_Executive_Airport,"akron executive, akron fulton international",APP/DEP,118.6,2336.0,100.0,ASP,1.0,1.0,-9068854.2698,5017874.1846
35912,3371,KALB,medium_airport,Albany International Airport,42.7482986450195,-73.8016967773438,285.0,,US,US-NY,Albany,yes,KALB,ALB,ALB,http://www.albanyairport.com/,https://en.wikipedia.org/wiki/Albany_International_Airport,,APP/DEP,118.05,7200.0,150.0,ASP,1.0,0.0,-8215567.3049,5273738.4705
35913,3372,KALI,medium_airport,Alice International Airport,27.7409,-98.026901,178.0,,US,US-TX,Alice,no,KALI,ALI,ALI,,https://en.wikipedia.org/wiki/Alice_International_Airport,,KINGSVILLE APP,119.9,4171.0,130.0,ASP,0.0,1.0,-10912304.7034,3216346.3066
35914,3373,KALM,medium_airport,Alamogordo White Sands Regional Airport,32.84051,-105.98794,4200.0,,US,US-NM,Alamogordo,no,KALM,ALM,ALM,,https://en.wikipedia.org/wiki/Alamogordo-White_Sands_Regional_Airport,,HOLLOMAN APP,120.6,7006.0,150.0,ASP,1.0,0.0,-11798523.511,3874153.4174
35915,3374,KALN,medium_airport,St Louis Regional Airport,38.8903007507,-90.0459976196,544.0,,US,US-IL,Alton/St Louis,no,KALN,ALN,ALN,,https://en.wikipedia.org/wiki/St._Louis_Regional_Airport,Civic Memorial Airport,APP/DEP,124.2,8101.0,150.0,ASP,1.0,0.0,-10023874.603,4705970.2555
35916,3375,KALO,medium_airport,Waterloo Regional Airport,42.5570983886719,-92.4002990722656,873.0,,US,US-IA,Waterloo,yes,KALO,ALO,ALO,,https://en.wikipedia.org/wiki/Waterloo_Regional_Airport,,APP/DEP,118.9,5403.0,129.0,ASP,0.0,1.0,-10285954.2418,5244798.8538
35917,19275,KALS,medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,7539.0,,US,US-CO,Alamosa,yes,KALS,ALS,ALS,https://www.sanluisvalleyairport.org/,https://en.wikipedia.org/wiki/San_Luis_Valley_Regional_Airport,,ASOS,135.175,8519.0,100.0,ASP,1.0,0.0,-11785060.1979,4499900.5743
35918,3376,KALW,medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,1194.0,,US,US-WA,Walla Walla,yes,KALW,ALW,ALW,,https://en.wikipedia.org/wiki/Walla_Walla_Regional_Airport,,CHINOOK APP/DEP,133.15,6526.0,150.0,ASP,1.0,0.0,-13167760.1496,5795569.7899
35919,19276,KALX,small_airport,Thomas C Russell Field,32.9146995544,-85.9629974365,686.0,,US,US-AL,Alexander City,no,KALX,ALX,ALX,,https://en.wikipedia.org/wiki/Thomas_C._Russell_Field,,MONTGOMERY APP/DEP,121.2,5425.0,96.0,ASP,1.0,0.0,-9569357.1018,3883987.2214
35920,3377,KAMA,medium_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607.0,,US,US-TX,Amarillo,yes,KAMA,AMA,AMA,http://airport.amarillo.gov/,https://en.wikipedia.org/wiki/Rick_Husband_Amarillo_International_Airport,,APP/DEP,121.15,13502.0,300.0,CON,1.0,0.0,-11321860.2419,4193736.5717
35922,19278,KAMN,small_airport,Gratiot Community Airport,43.322101593,-84.68800354,754.0,,US,US-MI,Alma,no,KAMN,AMN,AMN,http://www.ci.alma.mi.us/1/307/airport.asp,https://en.wikipedia.org/wiki/Gratiot_Community_Airport,,SAGINAW APP/DEP,126.45,5000.0,75.0,ASP,1.0,0.0,-9427425.4304,5361128.2134
35924,19280,KAMW,small_airport,Ames Municipal Airport,41.992001,-93.621803,956.0,,US,US-IA,Ames,no,KAMW,AMW,AMW,,https://en.wikipedia.org/wiki/Ames_Municipal_Airport,,DES MOINES APP/DEP,123.9,5700.0,100.0,ASP,1.0,0.0,-10421931.4371,5159781.3079
35925,3378,KANB,medium_airport,Anniston Regional Airport,33.5882,-85.8581,612.0,,US,US-AL,Anniston,no,KANB,ANB,ANB,,https://en.wikipedia.org/wiki/Anniston_Metropolitan_Airport,Anniston Metropolitan,BIRMINGHAM APP/DEP,125.45,7000.0,150.0,ASP,1.0,0.0,-9557679.9725,3973640.4733
35926,3379,KAND,medium_airport,Anderson Regional Airport,34.4945983887,-82.7093963623,782.0,,US,US-SC,Anderson,no,KAND,AND,AND,,https://en.wikipedia.org/wiki/Anderson_Regional_Airport,,GREER APP/DEP,118.8,6002.0,150.0,ASP,1.0,0.0,-9207167.8868,4095409.4372
35929,19283,KANK,small_airport,Salida Airport - Harriet Alexander Field,38.5383,-106.049004,7523.0,,US,US-CO,Salida,no,KANK,SLT,ANK,http://cityofsalida.com/departments/harriet-alexander-field-airport/,https://en.wikipedia.org/wiki/Harriet_Alexander_Field,,AWOS 3,133.85,7347.0,75.0,ASP,1.0,0.0,-11805321.1244,4655751.142
35930,19284,KANP,small_airport,Lee Airport,38.942902,-76.568398,34.0,,US,US-MD,Annapolis,no,KANP,ANP,ANP,,https://en.wikipedia.org/wiki/Lee_Airport,,POTOMAC APP/DEP,119.7,2500.0,48.0,ASP,1.0,0.0,-8523555.0762,4713496.071
35931,19285,KANQ,small_airport,Tri State Steuben County Airport,41.639702,-85.083504,995.0,,US,US-IN,Angola,no,KANQ,ANQ,ANQ,,https://en.wikipedia.org/wiki/Tri-State_Steuben_County_Airport,,FORT WAYNE APP/DEP,132.15,4540.0,75.0,ASP,1.0,0.0,-9471452.3402,5107160.4175
35932,19286,KANW,small_airport,Ainsworth Regional Airport,42.579201,-99.992995,2589.0,,US,US-NE,Ainsworth,no,KANW,ANW,ANW,,https://en.wikipedia.org/wiki/Ainsworth_Regional_Airport,Ainsworth Municipal,AWOS 3,118.325,5501.0,75.0,ASPH-F,0.0,0.0,-11131169.2863,5248139.7103
35933,19287,KANY,small_airport,Anthony Municipal Airport,37.158501,-98.079597,1340.0,,US,US-KS,Anthony,no,KANY,ANY,ANY,,https://en.wikipedia.org/wiki/Anthony_Municipal_Airport,,KANSAS CITY CNTR,118.35,2200.0,150.0,GRS,0.0,0.0,-10918170.7952,4461222.8705
35935,19289,KAOH,small_airport,Lima Allen County Airport,40.706902,-84.026703,975.0,,US,US-OH,Lima,no,KAOH,AOH,AOH,,https://en.wikipedia.org/wiki/Lima_Allen_County_Airport,,ASOS,108.4,5149.0,150.0,ASP,1.0,0.0,-9353809.791,4969205.4273
35936,3380,KAOO,medium_airport,Altoona Blair County Airport,40.296398,-78.32,1503.0,,US,US-PA,Altoona,yes,KAOO,AOO,AOO,,https://en.wikipedia.org/wiki/Altoona-Blair_County_Airport,,ASOS,127.125,5466.0,100.0,ASP,1.0,0.0,-8718542.5189,4909107.9758
